visitorid,num_items_viewed,view_count,num_items_added,items_added,bought_count,purchased
915019,2,3,1,1,1,1
915069,1,1,1,1,1,1
915126,61,125,4,5,4,1
915213,4,10,2,3,2,1
915374,1,3,1,1,1,1
915412,1,1,1,1,1,1
915485,1,1,1,1,1,1
915594,1,2,1,1,1,1
915623,2,4,1,1,1,1
915759,0,0,1,1,1,1
915892,8,11,1,1,1,1
916024,3,6,1,1,1,1
916332,0,0,1,1,1,1
916518,5,15,1,2,1,1
916527,1,1,1,1,1,1
916600,1,2,1,1,1,1
916601,1,1,1,1,1,1
916742,2,3,1,2,1,1
917001,1,3,1,1,1,1
917005,2,5,1,1,1,1
917036,21,55,1,1,1,1
917038,6,13,1,1,1,1
917059,4,4,1,1,1,1
917188,1,4,1,1,1,1
917289,1,2,1,1,1,1
917293,1,3,1,1,1,1
917345,1,1,2,4,2,1
917360,2,13,1,1,1,1
917500,13,23,4,4,4,1
917528,7,21,1,1,1,1
917577,0,0,2,2,2,1
917594,2,2,1,1,1,1
917629,1,4,1,2,2,1
917791,51,74,4,5,1,1
917851,9,10,2,2,2,1
917853,15,31,2,2,2,1
918146,7,15,1,1,1,1
918201,1,1,1,1,1,1
918277,22,28,0,0,12,1
918289,4,6,0,0,1,1
918412,13,23,1,1,1,1
918415,1,1,1,1,1,1
918441,1,1,1,1,1,1
918585,2,3,1,1,1,1
918651,2,3,7,8,6,1
918664,7,10,1,1,1,1
919028,4,7,5,5,5,1
919275,1,2,1,1,1,1
919302,11,16,4,6,3,1
919347,2,7,0,0,1,1
919420,13,13,2,2,1,1
919682,3,3,0,0,1,1
919820,1,1,1,1,1,1
920004,2,2,1,1,1,1
920018,3,6,1,1,1,1
920156,15,17,1,2,2,1
920453,1,4,1,1,1,1
920899,2,5,1,1,1,1
921444,1,2,1,1,1,1
921489,6,9,1,1,1,1
921499,2,3,1,2,1,1
921518,1,1,1,1,1,1
921696,2,2,0,0,1,1
921915,1,1,1,1,1,1
922581,2,2,3,3,2,1
922607,4,9,1,1,2,1
922817,1,3,1,1,1,1
922843,1,1,1,1,1,1
922967,2,6,1,1,1,1
923017,2,2,1,1,1,1
923179,4,6,1,1,1,1
923338,3,4,1,1,1,1
923418,2,2,2,2,1,1
923475,1,5,1,1,1,1
923908,11,21,2,2,2,1
924020,2,3,1,1,1,1
924176,1,3,1,1,1,1
924468,2,2,1,1,1,1
924484,8,21,1,1,1,1
924526,1,1,1,1,1,1
924551,1,3,1,1,1,1
924707,1,2,1,1,1,1
924711,1,1,1,1,1,1
924724,4,6,1,1,1,1
924839,0,0,1,1,1,1
924939,1,2,1,1,1,1
925004,10,25,1,4,3,1
925062,2,2,1,1,1,1
925189,5,18,2,2,1,1
925350,6,6,2,3,1,1
925703,1,3,1,1,1,1
925755,2,5,1,1,1,1
925775,1,1,1,1,1,1
925888,7,8,3,3,2,1
925995,1,2,1,1,1,1
926014,1,3,0,0,1,1
926018,1,1,0,0,1,1
926289,1,1,0,0,1,1
926397,6,24,1,1,1,1
926439,0,0,0,0,1,1
926490,2,2,0,0,1,1
926668,1,1,1,1,1,1
926821,3,5,1,1,1,1
927045,24,32,13,13,2,1
927075,3,5,1,1,1,1
927157,1,1,1,1,1,1
927183,7,10,1,1,2,1
927384,33,49,2,3,3,1
927429,2,2,2,2,2,1
927447,7,22,2,3,1,1
927736,1,1,1,1,1,1
927756,4,16,3,4,3,1
927784,3,4,6,8,1,1
927838,25,46,8,8,6,1
928046,2,2,1,1,2,1
928367,5,8,1,3,2,1
928951,2,2,3,3,3,1
929045,7,11,4,8,4,1
929159,0,0,0,0,1,1
929230,1,1,1,1,1,1
929356,8,76,1,1,1,1
929382,2,7,0,0,2,1
929480,1,2,1,1,1,1
929638,65,94,3,4,2,1
929721,2,2,1,1,1,1
929807,23,59,2,2,1,1
929875,1,2,1,1,1,1
930274,1,1,1,1,1,1
930609,3,10,1,1,1,1
930694,6,9,2,3,2,1
930934,8,8,1,1,1,1
931020,3,5,1,1,1,1
931074,3,4,1,1,1,1
931182,4,13,2,3,2,1
931515,2,6,1,1,1,1
931900,30,32,6,6,5,1
931964,5,6,1,1,1,1
932017,2,6,1,1,1,1
932109,2,2,1,1,1,1
932151,18,25,4,4,2,1
932193,2,5,1,1,2,1
932203,5,5,1,1,2,1
932290,7,8,1,1,1,1
932444,1,1,1,1,1,1
932542,0,0,1,2,2,1
932633,5,9,0,0,1,1
932651,1,2,2,2,2,1
933174,8,18,2,2,2,1
933225,2,13,1,1,1,1
933310,1,1,2,2,2,1
933327,4,5,2,2,2,1
933696,1,2,1,1,1,1
933700,8,9,3,3,1,1
933821,21,28,1,1,7,1
933885,0,0,0,0,1,1
933910,1,2,1,1,1,1
934208,3,5,3,3,3,1
934244,0,0,1,1,1,1
934396,9,13,2,2,1,1
934487,1,2,1,1,1,1
934588,1,4,0,0,1,1
934648,2,5,1,1,1,1
934663,1,2,1,1,1,1
934704,2,2,1,1,1,1
934767,18,30,5,6,3,1
935325,223,300,27,28,23,1
935355,3,9,1,1,1,1
935481,0,0,1,1,1,1
935588,3,3,1,1,1,1
935624,1,1,1,1,1,1
935667,3,6,1,2,1,1
935726,1,1,1,1,1,1
935908,1,1,1,1,1,1
935910,2,5,1,1,1,1
935959,1,2,1,1,1,1
935997,8,9,3,3,2,1
936360,8,13,2,2,1,1
936434,1,1,1,1,1,1
936674,2,7,1,2,2,1
936737,6,11,1,1,1,1
936783,1,1,1,1,1,1
937192,14,18,1,1,1,1
937219,1,1,1,1,1,1
937463,36,56,2,3,4,1
937483,11,20,4,6,2,1
937494,16,23,24,31,1,1
937584,6,10,2,2,2,1
937709,9,13,2,2,1,1
938120,1,2,0,0,1,1
938199,1,1,1,2,1,1
938243,4,7,1,1,1,1
938270,2,5,1,1,1,1
938396,2,3,1,4,3,1
938411,14,15,4,4,3,1
938512,1,2,1,1,1,1
938513,1,2,1,1,1,1
938835,1,1,1,1,1,1
938994,21,36,2,2,1,1
939019,7,13,2,2,1,1
939169,1,1,1,1,1,1
939233,3,6,2,2,2,1
939239,11,24,5,7,1,1
939279,7,9,4,4,2,1
939309,16,18,1,1,2,1
939395,14,18,1,1,1,1
939674,5,6,1,1,1,1
939751,3,7,0,0,2,1
939792,4,5,2,2,2,1
939961,2,7,1,1,1,1
940070,5,7,4,4,2,1
940301,1,1,1,1,1,1
940445,5,7,0,0,1,1
940498,1,2,1,1,1,1
940608,67,88,1,1,1,1
940689,1,7,1,1,1,1
940760,5,6,0,0,1,1
940955,2,5,1,2,2,1
941104,1,3,1,1,1,1
941284,1,1,1,1,1,1
941359,3,7,1,2,3,1
941576,1,1,0,0,1,1
941761,24,29,6,6,3,1
942023,2,3,1,1,1,1
942096,2,2,1,1,2,1
942176,3,6,2,2,2,1
942616,2,2,1,1,1,1
942814,1,1,1,1,1,1
942926,8,25,5,7,5,1
943123,1,4,1,1,1,1
943357,1,3,1,1,1,1
943466,1,1,1,1,1,1
943518,5,8,2,3,2,1
943572,1,2,1,1,1,1
943802,1,1,1,1,1,1
943950,5,11,3,6,2,1
944168,12,28,3,6,3,1
944221,1,3,0,0,1,1
944307,3,5,2,2,2,1
944416,1,1,1,1,1,1
944418,1,3,1,2,1,1
944439,1,1,1,1,1,1
944478,4,11,1,1,1,1
944546,1,1,1,1,1,1
945184,1,1,1,1,1,1
945223,1,3,1,1,1,1
945356,1,2,1,1,1,1
945421,3,3,2,2,2,1
945508,10,38,4,6,2,1
945545,3,4,1,1,1,1
945612,4,11,5,7,3,1
945706,2,3,0,0,1,1
946197,10,11,1,1,1,1
946268,5,8,3,3,3,1
946269,27,34,1,1,1,1
946363,4,5,3,3,3,1
946607,1,2,1,1,1,1
946749,1,2,1,1,1,1
947112,2,3,0,0,1,1
947389,42,70,4,5,4,1
947392,5,7,1,1,1,1
947400,1,1,1,1,1,1
947485,1,3,1,1,1,1
947562,1,2,1,1,1,1
947585,3,7,0,0,3,1
947609,3,5,2,2,2,1
947666,5,12,1,2,1,1
947829,8,16,0,0,1,1
947843,5,7,4,4,3,1
948047,1,3,1,1,1,1
948335,14,15,5,5,3,1
948336,1,7,1,1,1,1
948540,1,10,1,1,1,1
948926,1,2,1,1,1,1
948961,4,5,1,1,1,1
949077,1,6,1,1,1,1
949126,0,0,1,1,1,1
949263,1,1,1,1,1,1
949323,23,35,5,5,5,1
949435,1,3,1,1,1,1
949454,21,29,6,8,4,1
949562,1,1,1,1,1,1
949626,1,1,0,0,1,1
949648,3,34,1,1,1,1
949780,1,1,1,1,1,1
949876,1,1,0,0,1,1
949896,10,11,2,3,1,1
949981,1,2,1,1,1,1
950153,2,3,5,5,6,1
950508,5,7,1,1,1,1
950833,7,41,1,1,1,1
950881,4,7,1,1,1,1
951095,2,4,2,2,2,1
951347,2,4,0,0,1,1
951407,0,0,0,0,1,1
951430,2,5,1,1,1,1
951555,10,14,1,1,1,1
951590,1,3,1,1,1,1
951702,1,3,1,1,1,1
951816,3,5,1,1,1,1
952015,1,1,1,1,1,1
952246,335,461,83,88,55,1
952266,2,2,1,1,1,1
952319,18,20,1,2,1,1
952388,16,25,5,5,3,1
952390,3,3,1,1,1,1
952446,17,29,0,0,2,1
952700,13,14,7,8,5,1
952791,2,2,1,1,1,1
952882,5,19,2,2,2,1
952904,19,27,4,6,3,1
952962,3,5,1,1,1,1
953198,3,10,1,1,1,1
953371,52,130,5,5,5,1
953412,5,12,1,1,1,1
953625,3,6,2,2,1,1
953662,1,1,1,1,1,1
953666,7,21,1,1,1,1
953678,0,0,1,1,1,1
953734,1,4,1,1,1,1
953833,2,3,2,2,2,1
953853,6,13,2,4,2,1
953963,0,0,1,1,1,1
953982,5,7,1,1,1,1
954026,2,2,1,1,1,1
954086,1,3,1,1,1,1
954160,2,5,1,1,1,1
954259,9,24,1,1,1,1
954276,40,45,1,1,1,1
954360,5,6,1,1,1,1
954541,4,7,1,1,1,1
954590,8,24,1,2,1,1
954619,2,2,1,1,1,1
954716,1,2,1,1,1,1
954836,1,3,1,1,1,1
955081,2,6,2,2,2,1
955154,1,2,1,2,1,1
955335,1,1,0,0,1,1
955486,1,1,0,0,1,1
955557,9,19,1,1,1,1
955719,2,2,0,0,1,1
955924,3,6,1,2,1,1
956011,7,10,1,1,1,1
956214,1,2,1,1,1,1
956258,1,1,1,1,1,1
956280,1,2,1,1,1,1
956284,2,4,1,1,1,1
956343,1,2,1,1,1,1
956435,1,1,1,1,1,1
956613,11,21,1,1,1,1
956729,3,4,2,2,1,1
957284,5,15,2,2,1,1
957312,4,6,3,3,3,1
957392,2,4,1,1,1,1
957393,2,4,1,1,1,1
957595,5,8,3,3,2,1
957685,2,3,1,1,1,1
957729,1,4,1,1,1,1
958246,31,46,0,0,1,1
958255,4,10,4,4,3,1
958262,1,1,1,1,1,1
958461,5,8,7,7,6,1
958747,4,5,1,1,1,1
959037,5,5,2,2,2,1
959082,1,1,1,1,1,1
959170,1,3,1,1,1,1
959204,1,1,1,1,1,1
959284,1,3,1,1,1,1
959326,2,4,1,1,1,1
959698,1,2,1,1,1,1
959808,1,2,1,1,1,1
959855,1,1,1,1,1,1
959967,1,5,1,2,1,1
960004,87,114,6,6,6,1
960056,1,2,0,0,1,1
960093,1,1,1,1,1,1
960105,0,0,1,1,1,1
960145,16,27,2,4,1,1
960340,4,6,1,1,1,1
960661,5,13,2,3,1,1
960778,2,2,1,1,1,1
960783,1,2,1,1,1,1
960916,1,1,1,1,1,1
960928,1,1,1,1,1,1
960973,9,13,1,1,1,1
961001,1,1,1,1,1,1
961085,1,1,0,0,1,1
961272,1,1,0,0,3,1
961324,6,15,3,5,4,1
961349,2,2,1,1,1,1
961411,1,1,1,1,3,1
961421,2,11,2,3,6,1
961427,1,1,1,1,1,1
961717,6,15,7,7,3,1
962056,1,1,0,0,1,1
962091,2,2,0,0,1,1
962131,157,232,19,21,14,1
962181,1,2,1,1,1,1
962368,1,2,1,1,1,1
962631,175,219,4,4,3,1
962819,1,2,1,1,1,1
962863,1,1,1,1,1,1
962933,12,16,2,2,2,1
963194,0,0,0,0,1,1
963337,7,13,3,3,2,1
963387,1,3,1,1,1,1
963916,1,1,0,0,1,1
964178,9,14,2,2,2,1
964317,3,11,2,3,1,1
964382,2,8,1,1,1,1
964404,3,3,1,1,1,1
964726,4,12,1,1,1,1
964763,1,1,1,1,1,1
964767,23,45,2,2,2,1
964794,109,127,19,19,17,1
964795,5,10,1,1,1,1
964962,6,12,1,1,1,1
965057,1,1,1,1,1,1
965434,1,8,1,1,1,1
965471,1,2,1,1,1,1
965603,1,2,1,1,1,1
966010,1,1,1,1,1,1
966535,9,16,1,2,1,1
966579,3,6,1,1,1,1
966628,1,1,1,1,1,1
966752,18,29,3,4,2,1
966859,1,2,1,1,1,1
966971,2,3,1,1,1,1
967034,2,3,1,1,1,1
967093,3,3,2,2,1,1
967112,8,33,4,10,4,1
967180,0,0,4,4,4,1
967462,1,3,1,1,1,1
967483,18,22,4,4,4,1
967783,7,15,2,5,2,1
967857,4,7,1,1,1,1
967877,1,1,1,1,1,1
968098,11,41,1,1,2,1
968110,0,0,2,4,4,1
968156,1,2,1,1,1,1
968159,10,14,6,11,6,1
968390,1,2,1,1,1,1
968555,3,11,1,1,1,1
968585,1,1,1,1,1,1
968647,35,41,5,5,4,1
968652,1,1,1,1,1,1
968769,1,2,1,1,1,1
968880,4,6,2,2,3,1
969200,1,7,1,1,1,1
969295,1,4,1,1,1,1
969326,7,20,2,3,2,1
969519,1,1,1,1,1,1
969655,1,2,1,1,1,1
969827,23,50,8,10,4,1
969845,2,5,1,2,2,1
969860,1,1,1,1,1,1
970208,5,6,1,1,1,1
970345,1,2,1,1,1,1
970404,4,7,0,0,1,1
970787,3,10,1,1,1,1
970883,2,4,0,0,1,1
971243,1,1,0,0,1,1
971301,1,3,1,1,1,1
971406,1,1,1,1,1,1
971413,1,3,1,1,1,1
971454,403,580,4,5,5,1
971479,1,9,1,1,1,1
972040,1,1,0,0,4,1
972071,22,42,11,13,5,1
972095,20,28,6,9,4,1
972500,4,5,1,1,1,1
972638,3,6,0,0,1,1
972698,2,2,1,1,1,1
972757,2,2,1,1,1,1
972775,16,16,1,1,1,1
972968,1,3,1,2,2,1
973109,3,12,1,1,1,1
973129,14,29,3,4,1,1
973195,6,15,1,2,3,1
973243,2,2,1,1,1,1
973305,2,6,1,1,1,1
973332,1,1,0,0,1,1
973585,3,15,2,2,1,1
973633,4,5,2,2,2,1
973908,2,4,1,1,1,1
973946,0,0,1,1,1,1
973973,1,6,1,1,1,1
974226,413,596,48,53,45,1
974291,1,1,1,1,1,1
974437,0,0,2,2,2,1
974539,1,1,1,1,1,1
974673,9,14,1,1,1,1
974794,1,6,1,1,1,1
975595,1,4,1,1,1,1
975652,2,2,1,1,1,1
975683,8,8,0,0,1,1
975703,6,19,3,3,2,1
975757,1,1,0,0,1,1
975820,7,9,2,3,1,1
976190,2,4,1,1,1,1
976217,6,9,1,1,1,1
976410,1,1,1,1,1,1
976424,1,2,1,1,1,1
976601,0,0,1,1,1,1
976621,1,1,1,1,1,1
976623,1,2,1,1,1,1
976885,2,3,1,1,1,1
976950,2,3,2,2,2,1
977158,10,17,1,1,1,1
977305,4,7,1,1,1,1
977325,1,1,0,0,1,1
977450,5,5,1,1,1,1
977486,1,3,0,0,1,1
977536,12,22,2,2,1,1
977567,1,1,1,1,1,1
977593,15,26,1,1,1,1
977651,1,1,1,1,1,1
977751,1,5,1,1,1,1
977791,1,1,0,0,1,1
978112,3,6,2,2,4,1
978294,1,3,2,2,1,1
978578,7,16,2,2,1,1
978636,2,4,1,1,1,1
978717,3,14,1,1,1,1
978755,17,32,2,3,1,1
978758,7,7,1,1,1,1
978909,9,19,3,3,3,1
978968,2,2,1,2,1,1
979458,7,10,1,1,1,1
979535,1,2,1,1,1,1
979550,1,4,1,1,1,1
979847,19,29,1,1,1,1
979940,2,2,1,1,1,1
980166,14,26,1,1,1,1
980414,5,7,2,2,2,1
980817,2,2,1,1,1,1
980851,4,9,1,1,1,1
980867,2,3,1,1,1,1
981111,5,12,1,1,1,1
981144,5,11,2,3,2,1
981216,2,2,1,1,1,1
981240,1,1,1,1,1,1
981245,4,9,1,1,1,1
981266,1,1,1,1,1,1
981323,12,12,1,1,1,1
981327,1,2,1,1,1,1
981430,2,8,1,1,1,1
981516,0,0,1,1,1,1
981541,1,1,1,1,1,1
981607,3,5,1,1,1,1
981838,4,8,2,2,1,1
981868,0,0,1,1,1,1
982027,3,6,0,0,1,1
982049,12,20,1,1,1,1
982154,5,6,4,4,4,1
982175,1,2,0,0,1,1
982231,1,2,1,1,1,1
982271,2,3,1,1,1,1
982453,10,12,2,2,2,1
982518,2,3,1,1,1,1
982605,2,4,1,1,1,1
982634,9,19,2,2,2,1
982670,20,54,40,59,3,1
982764,6,12,1,1,1,1
982880,2,9,1,1,1,1
982959,1,9,1,1,2,1
983224,1,2,1,1,1,1
983395,32,62,4,4,2,1
983783,2,4,1,1,1,1
983841,1,1,1,1,1,1
983850,1,1,1,1,1,1
983908,3,3,2,2,2,1
983943,1,2,1,1,1,1
984077,15,16,4,4,3,1
984171,1,1,1,1,1,1
984521,1,2,1,1,1,1
984532,1,1,1,1,1,1
984544,1,1,1,1,1,1
985513,1,4,1,1,1,1
985691,1,1,1,1,1,1
985771,1,1,1,1,1,1
985837,19,79,5,5,5,1
985863,1,4,1,1,1,1
985901,6,11,1,1,1,1
985974,6,9,2,2,1,1
986064,1,3,1,1,1,1
986085,1,2,1,1,1,1
986104,1,1,1,1,1,1
986111,1,3,1,1,1,1
986223,7,7,2,2,2,1
986288,3,8,2,2,1,1
986325,2,11,0,0,1,1
986353,2,3,1,1,1,1
986413,29,36,3,3,2,1
986554,2,5,1,1,1,1
986577,11,14,3,3,6,1
986730,1,1,1,1,1,1
986748,2,5,1,1,1,1
986764,2,4,1,1,1,1
986876,2,7,1,1,1,1
987045,2,3,1,1,1,1
987255,2,3,1,1,1,1
987431,1,1,1,1,1,1
987534,7,13,1,1,1,1
987655,2,2,1,1,1,1
987715,2,5,1,1,1,1
987857,1,2,1,2,1,1
987912,3,5,1,1,1,1
987921,1,1,1,1,1,1
988009,5,18,4,4,3,1
988142,3,13,1,1,1,1
988274,4,8,1,2,2,1
988367,1,1,1,1,1,1
988412,2,2,2,2,2,1
988441,2,7,1,1,1,1
988447,1,3,1,1,1,1
988452,6,6,2,2,2,1
988658,17,19,3,3,3,1
988939,9,10,10,10,9,1
989023,1,1,1,1,1,1
989085,3,5,1,1,1,1
989215,2,3,1,1,1,1
989283,3,6,0,0,1,1
989290,1,3,1,1,1,1
989360,5,9,2,2,1,1
989748,1,1,0,0,1,1
989759,1,1,1,1,1,1
989917,1,1,1,1,1,1
989923,1,2,1,1,1,1
990103,6,17,1,1,1,1
990104,5,5,1,1,1,1
990216,15,19,2,2,3,1
990276,0,0,1,2,1,1
990306,2,4,2,2,2,1
990624,2,2,2,2,2,1
990637,1,2,1,1,1,1
990746,3,3,1,1,1,1
990819,1,1,1,1,1,1
990984,6,10,3,4,1,1
991189,3,4,2,2,2,1
991198,2,6,1,1,1,1
991246,5,10,3,3,3,1
991350,2,5,1,1,1,1
991381,3,3,1,1,1,1
992385,2,3,0,0,1,1
992397,2,3,1,1,1,1
992447,2,2,1,1,1,1
992844,7,7,1,1,1,1
993032,1,3,1,1,1,1
993078,7,9,2,2,2,1
993137,1,7,1,1,1,1
993282,8,12,3,4,3,1
993355,3,6,1,1,1,1
993475,1,4,0,0,1,1
993674,3,10,1,1,1,1
993759,1,1,1,1,1,1
993905,2,6,2,2,1,1
994099,1,3,1,1,1,1
994633,3,3,1,1,1,1
994815,2,5,1,1,1,1
994820,911,1471,116,119,71,1
994931,1,2,1,1,1,1
994937,1,1,1,1,1,1
994979,1,1,1,1,1,1
995024,1,2,1,1,1,1
995103,2,2,0,0,1,1
995122,7,9,1,1,1,1
995225,5,5,4,5,4,1
995227,2,4,1,1,1,1
995267,6,6,1,1,1,1
995314,1,1,1,1,1,1
995343,4,8,1,1,1,1
995397,2,5,1,1,1,1
995406,2,5,1,1,1,1
995714,1,1,1,1,1,1
995727,1,1,1,1,1,1
995838,0,0,3,3,3,1
995908,2,5,1,1,1,1
995925,1,7,1,1,1,1
996134,4,13,1,1,1,1
996157,1,1,1,1,1,1
996699,3,4,1,1,1,1
996714,1,2,0,0,1,1
996879,225,278,27,27,25,1
996891,8,12,2,3,1,1
996991,8,11,1,1,1,1
997125,4,7,3,4,2,1
997219,1,1,1,1,1,1
997256,5,8,1,1,1,1
997282,13,18,2,2,2,1
997690,2,12,0,0,1,1
997699,1,3,1,1,1,1
997925,1,3,1,1,1,1
998017,19,32,6,7,6,1
998175,4,4,2,2,1,1
998383,1,4,1,1,1,1
998502,2,2,1,1,1,1
998545,9,22,2,2,2,1
998577,2,2,1,1,1,1
998681,2,2,1,1,1,1
998729,1,2,2,2,2,1
998808,0,0,1,1,1,1
998938,4,5,0,0,1,1
998962,2,2,1,1,1,1
999047,2,5,1,1,1,1
999212,1,1,0,0,1,1
999295,5,8,1,1,1,1
999378,1,4,1,1,1,1
999399,1,3,1,2,2,1
999814,1,2,1,1,1,1
999869,7,8,3,3,3,1
999926,1,2,1,1,1,1
1000030,1,1,0,0,1,1
1000057,2,7,1,1,1,1
1000093,7,14,1,2,2,1
1000248,5,8,1,1,1,1
1000306,178,368,18,23,2,1
1000454,1,1,1,1,1,1
1000561,2,2,1,1,1,1
1000583,0,0,1,1,1,1
1000593,9,14,3,3,2,1
1000656,24,29,5,5,3,1
1000678,2,2,1,1,1,1
1000767,1,2,1,1,1,1
1001248,1,1,1,1,1,1
1001263,1,1,1,1,1,1
1001270,2,3,1,1,1,1
1001317,1,1,1,1,1,1
1001344,1,2,1,1,1,1
1001365,9,11,4,5,3,1
1001427,0,0,2,2,1,1
1001567,1,1,1,1,1,1
1001673,3,14,1,2,2,1
1001771,1,1,1,1,1,1
1001901,4,8,1,1,1,1
1002060,1,1,1,1,1,1
1002107,2,4,1,1,1,1
1002162,1,2,1,1,1,1
1002419,7,9,2,3,2,1
1002471,1,1,1,1,1,1
1002478,3,6,1,1,1,1
1002583,1,1,1,1,1,1
1002973,1,2,1,1,1,1
1003058,8,10,10,11,13,1
1003087,10,26,3,6,2,1
1003152,2,6,1,1,1,1
1003580,0,0,1,1,1,1
1003787,1,2,1,1,1,1
1003939,37,64,1,1,1,1
1004088,2,4,2,2,2,1
1004110,3,4,1,1,1,1
1004134,1,1,0,0,1,1
1004213,1,2,1,1,1,1
1004238,2,7,1,1,1,1
1004543,1,2,1,1,1,1
1004573,5,13,1,1,1,1
1004711,1,2,1,1,1,1
1004871,1,2,1,1,1,1
1005001,2,6,1,1,1,1
1005010,2,4,1,1,1,1
1005052,1,1,1,1,1,1
1005141,19,31,3,3,2,1
1005153,3,12,1,1,1,1
1005223,5,28,2,2,2,1
1005234,1,3,1,1,1,1
1005305,1,3,0,0,1,1
1005330,3,5,2,2,2,1
1005397,2,2,1,1,1,1
1005558,21,54,9,9,9,1
1005583,1,2,0,0,1,1
1005613,21,22,1,2,2,1
1005723,1,2,1,1,1,1
1005779,3,7,1,1,1,1
1005822,1,3,1,1,1,1
1005863,1,1,0,0,2,1
1005867,7,10,3,3,4,1
1005876,1,5,1,1,1,1
1006067,1,1,1,1,1,1
1006114,2,4,1,1,1,1
1006359,1,2,1,1,2,1
1006407,6,13,2,2,2,1
1006522,1,1,3,3,3,1
1006557,3,4,1,1,1,1
1007078,5,7,4,4,1,1
1007184,2,14,1,1,1,1
1007248,1,1,0,0,2,1
1007362,10,15,0,0,1,1
1007372,9,13,1,1,1,1
1007671,2,3,1,1,1,1
1007692,3,4,2,2,2,1
1007724,0,0,3,3,3,1
1008289,1,1,1,1,1,1
1008434,1,1,1,1,1,1
1008461,1,3,1,1,1,1
1008517,1,3,0,0,1,1
1008540,1,2,1,1,1,1
1008739,31,53,8,8,5,1
1008753,4,7,1,1,1,1
1008793,4,6,1,1,1,1
1008851,21,24,2,2,4,1
1009185,2,4,2,2,2,1
1009186,2,2,1,1,1,1
1009304,2,5,1,1,1,1
1009438,1,1,0,0,1,1
1009613,4,10,1,1,3,1
1009644,1,4,1,1,1,1
1009686,2,4,1,1,1,1
1009766,1,1,1,1,2,1
1009811,1,1,1,1,1,1
1009812,5,8,1,1,1,1
1010111,8,10,5,5,3,1
1010592,2,2,1,1,1,1
1010711,34,63,6,8,3,1
1010812,0,0,1,1,1,1
1010834,10,16,7,7,4,1
1010916,23,42,3,3,2,1
1011116,1,1,1,1,1,1
1011421,3,5,0,0,1,1
1011481,2,2,1,2,1,1
1011731,1,1,1,1,1,1
1011757,5,7,1,1,1,1
1011796,2,8,2,2,2,1
1011817,2,2,1,1,1,1
1011956,1,5,0,0,1,1
1011964,8,10,4,7,4,1
1012089,1,4,1,1,1,1
1012108,1,1,1,2,2,1
1012118,2,9,1,1,1,1
1012516,1,3,1,1,1,1
1012647,2,3,1,1,1,1
1012717,1,1,1,1,1,1
1012836,1,5,1,1,1,1
1012983,6,14,1,1,1,1
1013035,1,1,1,1,1,1
1013317,1,1,0,0,1,1
1013418,14,24,2,2,2,1
1013440,14,24,2,3,2,1
1013524,2,6,1,1,1,1
1013587,1,2,1,1,1,1
1013626,1,1,1,1,1,1
1013810,15,34,5,5,3,1
1013847,1,1,1,1,1,1
1013883,9,9,8,8,7,1
1014071,14,17,7,7,4,1
1014131,1,1,1,1,1,1
1014161,1,2,0,0,1,1
1014189,7,13,4,4,3,1
1014288,1,1,2,2,1,1
1014314,1,1,1,1,2,1
1014434,3,13,1,4,4,1
1014574,5,7,1,1,1,1
1014701,2,3,4,5,4,1
1015123,1,1,1,1,1,1
1015139,343,462,14,15,10,1
1015243,18,46,1,1,1,1
1015807,1,1,1,1,1,1
1016212,2,12,1,1,1,1
1016234,1,4,0,0,1,1
1016281,1,4,1,1,1,1
1016356,5,9,1,2,2,1
1016496,1,1,1,1,1,1
1016574,5,18,0,0,1,1
1016592,2,3,1,1,1,1
1016855,1,2,1,1,1,1
1017137,9,25,1,2,2,1
1017211,1,2,1,1,1,1
1017263,1,1,1,1,2,1
1017375,2,4,1,1,1,1
1017413,1,1,0,0,1,1
1017619,8,13,1,1,1,1
1017798,2,2,1,1,1,1
1017859,12,25,1,1,1,1
1017973,1,2,1,1,1,1
1017997,8,12,4,5,4,1
1018074,15,20,3,3,2,1
1018140,21,55,2,2,1,1
1018203,1,2,1,1,1,1
1018216,1,2,1,1,1,1
1018325,2,3,1,1,1,1
1018339,2,6,1,2,2,1
1018423,1,8,2,2,2,1
1018513,1,2,1,1,1,1
1018526,7,8,2,2,1,1
1018616,2,3,1,1,1,1
1018880,11,24,2,2,2,1
1018974,60,96,1,1,1,1
1018985,2,2,1,2,1,1
1019032,1,2,0,0,1,1
1019052,1,3,1,1,1,1
1019094,3,8,1,1,1,1
1019196,1,4,1,1,1,1
1019407,2,6,2,4,2,1
1019495,2,2,1,1,1,1
1019510,4,10,1,1,1,1
1019573,0,0,0,0,1,1
1019603,2,2,1,1,1,1
1019696,1,3,1,1,1,1
1019930,8,8,1,1,1,1
1020024,1,6,1,7,5,1
1020169,25,60,3,3,2,1
1020281,2,2,1,1,1,1
1020462,1,1,0,0,1,1
1020495,1,2,1,1,1,1
1020511,1,6,1,2,2,1
1020574,10,13,1,1,1,1
1020737,8,27,6,6,5,1
1020763,1,3,1,1,1,1
1020965,1,3,1,1,1,1
1021170,1,2,1,1,1,1
1021202,2,3,1,1,1,1
1021527,3,5,2,2,2,1
1021744,1,2,0,0,1,1
1021811,20,32,2,5,4,1
1021936,0,0,1,1,1,1
1022003,4,12,3,3,3,1
1022147,1,5,1,2,1,1
1022199,1,2,0,0,1,1
1022415,9,13,1,1,1,1
